transcript_id,1BS,1DS,2BS,2DS,3BS,3DS
g22735.t1,1291,1170,520,2024,467,1547
g22738.t1,1787,1634,1314,3038,1185,2844
g22739.t1,3,0,0,3,0,0
g22740.t1,292,100,585,273,435,172
g22743.t1,7,16,12,179,6,58
g22744.t1,483,131,317,749,176,231
g22745.t1,518,127,932,947,370,392
g22746.t1,245,669,9,1154,0,1312
g22747.t1,1048,547,671,1063,641,933
g22749.t1,85,46,57,282,0,0
g22750.t1,3246,1964,2992,1192,2173,1408
g22751.t1,17,7,19,4,8,13
g22752.t1,291,164,366,154,278,241
g22753.t1,52,48,51,24,66,22
g22754.t1,9071,3206,5868,10341,4555,5049
g22755.t1,3247,2206,4621,2791,3229,3543
g22759.t1,11,0,18,0,10,0
g22758.t1,0,0,0,0,1,0
g22756.t1,74,33,66,54,65,116
g22757.t1,9976,6309,14635,14515,12469,13052
g22767.t1,0,0,0,0,0,0
g22768.t1,0,0,0,0,0,0
g22769.t1,0,0,0,0,0,0
g22770.t1,0,0,0,0,0,0
g22760.t1,81,20,46,23,25,12
g22763.t1,1,6,5,4,0,4
g22764.t1,2,1,2,1,0,1
g22765.t1,4,0,1,0,0,1
g22766.t1,36,35,32,65,38,58
g22771.t1,10,0,8,18,2,11
g22798.t1,74,62,55,34,48,36
g22777.t1,0,33,0,0,0,5
g22778.t1,0,5,0,2,0,7
g22779.t1,0,0,0,0,0,0
g22780.t1,0,0,0,0,0,0
g22783.t1,0,0,0,0,0,0
g22784.t1,0,0,0,0,0,0
g22785.t1,0,0,0,0,0,0
g22786.t1,0,0,0,0,0,0
g22790.t1,0,0,0,0,0,0
g22782.t1,34,15,16,14,13,28
g22787.t1,346,40,297,0,258,0
g22789.t1,3,0,6,1,9,0
g22791.t1,4,0,0,0,0,0
g22792.t1,155,190,687,0,619,0
g22795.t1,139,15,74,19,51,19
g22799.t1,517,192,781,289,581,523
g22800.t1,1676,1173,1869,1502,1675,1347
g22801.t1,113,108,135,119,73,110
g22802.t1,952,581,1145,595,951,689
g22803.t1,2665,1253,2823,2203,2446,3188
g22804.t1,3354,2201,5132,3287,3454,3972
g22805.t1,348,288,362,897,245,383
g22806.t1,1325,579,948,2369,695,754
g22812.t1,22,0,4,0,3,0
g22807.t1,16030,12760,13852,15578,10756,13478
g22808.t1,2476,1166,2387,3130,1754,2824
g22815.t1,1828,1236,2024,1198,1520,1547
g22816.t1,16,5,4,6,8,14
g22817.t1,11509,1702,5468,6278,3673,8600
g22818.t1,5370,1953,2996,4412,2195,3100
g22819.t1,118,44,197,140,124,173
g22820.t1,72,29,36,100,31,96
g22821.t1,845,174,430,492,271,673
g22822.t1,240,30,101,78,26,103
g22823.t1,251,12,86,75,55,82
g22824.t1,296,131,267,163,229,313
g22825.t1,102,13,85,100,78,59
g22826.t1,77,8,50,43,22,56
g22827.t1,204,22,52,72,61,109
g22828.t1,476,252,519,354,354,607
g22829.t1,302,173,236,123,215,227
g22832.t1,219,123,416,94,306,63
g22830.t1,1572,975,1962,2343,1378,1802
g22831.t1,5303,3292,4418,6969,3469,4634
g22833.t1,534,363,555,278,383,662
g22834.t1,953,737,822,970,531,1201
g22835.t1,521,77,584,133,306,143
g22836.t1,394,0,85,0,84,0
g22842.t1,333,180,816,484,524,315
g22840.t1,0,0,0,0,0,0
g22837.t1,471,336,513,437,458,568
g22839.t1,650,340,714,547,535,594
g22841.t1,1181,815,897,1261,867,1334
g22844.t1,235,116,254,364,200,308
g22845.t1,28,35,40,21,35,20
g22846.t1,8,2,4,0,4,4
g22850.t1,1,4,4,7,1,4
g22857.t1,0,0,0,0,0,0
g22861.t1,0,0,0,0,0,0
g22869.t1,0,0,0,0,0,0
g22870.t1,4,0,0,0,0,4
g22871.t1,17,20,15,26,19,10
g22872.t1,3,2,3,0,2,0
g22874.t1,15,7,2,5,0,0
g22900.t1,13,0,0,0,0,0
g22903.t1,1,0,0,0,0,2
g22908.t1,5,4,0,4,0,0
g22921.t1,2,0,4,1,5,0
g22922.t1,22,35,36,25,13,45
g22923.t1,8,6,36,2,23,1
g22926.t1,4,18,8,46,20,8
g22928.t1,99,36,23,3,26,0
g22942.t1,0,19,32,18,18,15
g22949.t1,0,0,0,0,0,0
g22950.t1,0,0,0,0,0,2
g22951.t1,0,0,0,0,0,0
g22943.t1,2,0,13,0,3,0
g22952.t1,23,5,22,19,15,21
g22953.t1,1,1,1,1,1,1
g22954.t1,10,9,6,12,4,10
g22955.t1,283,982,1856,323,1364,411
g22956.t1,210,280,1037,113,608,241
g22957.t1,17,10,21,4,2,25
g22958.t1,3638,2222,4100,3724,3305,4669
g22959.t1,369,320,416,214,205,329
g22960.t1,746,472,873,580,619,1168
g22961.t1,123,32,106,44,39,92
g22963.t1,3016,1522,2038,2705,1610,2600
g22965.t1,106,36,30,68,21,43
g22966.t1,116,54,64,102,54,106
g22967.t1,742,460,863,459,598,629
g22972.t1,38,16,268,157,142,149
g22973.t1,130,110,231,195,150,216
g22974.t1,54,25,295,166,213,189
g22975.t1,250,206,541,294,334,384
g22976.t1,163,43,132,162,88,197
g22977.t1,1673,843,1253,2721,1111,1242
g22978.t1,677,442,613,378,382,917
g22979.t1,1269,383,962,663,748,634
g22980.t1,66,42,71,25,60,27
g22981.t1,278,77,400,157,204,242
g22982.t1,1061,788,1111,895,918,1003
g22987.t1,450,156,263,187,165,305
g22988.t1,16,41,114,118,48,115
g22989.t1,18,38,78,117,9,88
g23022.t1,207,17,75,114,46,20
g23023.t1,4799,2350,4284,11882,2812,3624
g23000.t1,0,4,17,5,13,5
g23002.t1,0,0,0,6,0,0
g23014.t1,0,0,0,0,6,0
g22991.t1,71,41,41,98,54,140
g22992.t1,137,69,118,62,93,129
g22993.t1,4325,3151,5217,10303,3634,6079
g22994.t1,1249,904,1478,1280,1243,1278
g22995.t1,543,246,629,481,469,650
g22998.t1,3070,1430,1939,2162,1400,2221
g22999.t1,1960,1319,2721,1523,2184,3676
g23001.t1,12,6,8,15,8,13
g23003.t1,2,0,0,6,0,0
g23004.t1,483,277,435,456,404,475
g23005.t1,1968,1271,1496,1579,1369,1850
g23006.t1,2773,1561,1990,2436,1323,4300
g23007.t1,412,172,215,668,293,258
g23008.t1,96,0,38,37,14,151
g23009.t1,1202,127,659,350,461,1862
g23013.t1,198,62,73,55,108,149
g23015.t1,801,468,769,616,525,742
g23016.t1,11,6,15,14,9,20
g23017.t1,304,89,231,104,172,196
g23021.t1,145,137,150,114,49,115
g23027.t1,0,0,0,8,0,0
g23025.t1,8629,4672,7875,11067,5873,8951
g23026.t1,1989,1127,1967,1778,1662,1880
g23032.t1,8,0,18,5,18,0
g23033.t1,8,9,8,17,4,5
g23034.t1,3727,2453,3447,5551,2749,3557
g23037.t1,1731,1088,1917,1674,1562,1791
g23038.t1,337,197,322,296,230,412
g23040.t1,4,0,0,0,0,4
g23043.t1,0,0,0,0,0,0
g23045.t1,814,459,892,604,745,733
g23046.t1,2239,1542,1578,2003,1319,1717
g23047.t1,744,1133,1880,1441,1385,1878
g23048.t1,265,150,366,305,259,318
g23049.t1,2035,1463,1774,2024,1397,1760
g23051.t1,3772,1821,3291,3264,2564,3273
g23055.t1,128,47,231,106,105,147
g23063.t1,194,8,84,63,8,203
g23064.t1,33,10,10,6,6,29
g23065.t1,137,13,50,65,18,127
g23075.t1,22,8,9,27,17,22
g23076.t1,6,7,0,18,3,0
g23077.t1,7,4,0,0,11,7
g23078.t1,4,0,4,4,17,1
g23084.t1,0,0,0,0,0,0
g23085.t1,2,0,0,0,0,5
g23093.t1,0,0,4,7,0,10
g23094.t1,9,6,32,23,17,17
g23095.t1,29,0,10,56,11,33
g23098.t1,0,0,0,0,0,2
g23099.t1,1,1,0,2,0,0
g23100.t1,17,4,6,0,0,6
g23102.t1,5,0,0,4,7,0
g23101.t1,10148,7013,12103,9324,8326,10032
g23104.t1,1085,482,1256,939,968,1326
g23126.t1,3,0,0,1,3,0
g23127.t1,2,0,7,0,0,0
g23129.t1,347,26,32,37,28,28
g23130.t1,2292,1953,1887,2154,1535,1941
g23131.t1,2762,592,1313,5360,1524,1055
g23132.t1,157,125,180,209,144,214
g23133.t1,521,230,519,378,486,649
g23134.t1,247,238,383,448,307,277
g23138.t1,6704,3827,4734,5244,3601,5310
g23139.t1,1205,664,1187,1152,888,1287
g23140.t1,22,63,38,94,39,64
g23141.t1,846,763,809,1168,569,1040
g23149.t1,177,45,96,55,54,195
g23150.t1,415,150,161,156,129,361
g23151.t1,8,0,0,6,0,0
g23153.t1,0,0,0,0,0,0
g23154.t1,0,0,0,0,0,0
g23152.t1,2,0,18,0,5,0
g23155.t1,3,0,0,2,0,0
g23156.t1,28,9,3,7,0,8
g23168.t1,0,0,1,0,1,0
g23169.t1,4,0,11,0,8,0
g23163.t1,0,0,0,4,0,0
g23161.t1,6147,2249,5588,5010,3150,6034
g23164.t1,4,0,0,0,0,0
g23170.t1,62,11,30,8,0,6
g23173.t1,3298,2362,3759,3017,2834,3999
g23174.t1,1575,888,3702,2928,1544,2158
g23175.t1,3,0,5,17,0,0
g23210.t1,632,331,419,560,265,408
g23177.t1,0,0,0,0,0,0
g23179.t1,0,0,0,0,2,0
g23183.t1,0,0,0,0,0,0
g23184.t1,0,0,0,0,0,0
g23195.t1,0,0,0,0,0,0
g23196.t1,0,0,0,0,0,0
g23197.t1,0,0,0,0,0,0
g23201.t1,0,0,0,0,0,15
g23202.t1,0,0,0,0,0,0
g23203.t1,0,0,0,5,0,2
g23204.t1,0,19,2,2,0,8
g23205.t1,0,15,0,13,0,11
g23207.t1,0,0,4,19,0,0
g23180.t1,2,0,2,5,1,1
g23181.t1,32,16,0,27,0,32
g23182.t1,235,30,216,203,156,260
g23185.t1,27,7,6,16,18,12
g23186.t1,14,9,17,15,7,2
g23190.t1,28,11,21,17,73,69
g23191.t1,383,107,281,222,558,738
g23193.t1,30,7,46,41,43,37
g23194.t1,61,7,40,59,33,42
g23198.t1,59,8,17,6,23,44
g23209.t1,4066,1848,2277,1983,1860,5231
g23211.t1,1023,823,1184,1168,766,1113
g23212.t1,161,152,278,169,98,230
g23213.t1,117,38,20,33,14,22
g23215.t1,6,0,0,2,2,4
g23216.t1,12,0,0,2,4,3
g23225.t1,763,524,790,822,679,998
g23226.t1,381,302,368,502,391,362
g23227.t1,30,9,15,33,20,20
g23232.t1,0,0,0,0,0,0
g23238.t1,235,83,58,169,46,195
g23239.t1,314,119,258,196,180,324
g23242.t1,4,2,12,12,9,3
g23243.t1,1,0,0,0,0,2
g23245.t1,68,7,16,7,14,10
g23246.t1,33,21,4,2,6,5
g23247.t1,7,6,11,5,10,4
g23248.t1,7,4,7,4,7,8
g23254.t1,1,1,6,2,1,4
g23260.t1,2,0,0,6,0,4
g23261.t1,2,0,0,12,0,0
g23262.t1,79,42,59,52,38,51
g23264.t1,4,1,0,2,5,3
g23265.t1,1,0,0,0,1,0
g23269.t1,17,18,39,9,41,42
g23270.t1,365,234,563,493,493,564
g23272.t1,0,0,0,0,14,0
g23274.t1,4105,2292,4272,2972,3248,4187
g23280.t1,126,21,121,94,80,163
g23285.t1,0,0,0,0,0,0
g23291.t1,0,0,4,0,0,0
g23293.t1,0,0,0,0,0,0
g23294.t1,0,2,0,10,0,0
g23295.t1,0,0,0,0,0,0
g23287.t1,3,0,0,0,0,0
g23288.t1,4,0,0,0,2,0
g23289.t1,2,0,0,0,0,0
g23290.t1,46,5,27,25,32,42
g23292.t1,67,39,104,65,94,156
g23296.t1,12,14,22,22,23,22
g23299.t1,1878,828,2002,1773,1214,1931
g23300.t1,247,114,238,335,229,168
g23301.t1,15,0,19,10,6,20
g23302.t1,656,437,942,765,558,1017
g23313.t1,2,2,0,3,3,8
g23314.t1,0,3,0,0,0,0
g23315.t1,0,0,0,0,0,0
g23316.t1,1,0,0,2,0,0
g23317.t1,0,0,0,0,0,10
g23318.t1,1,3,2,5,0,1
g23319.t1,2,0,1,4,0,5
g23303.t1,3257,2515,2059,3139,1331,1574
g23310.t1,6084,4866,6066,8744,4591,6234
g23311.t1,1065,844,1319,597,1092,859
g23312.t1,769,279,690,199,580,323
g23323.t1,21,16,14,14,13,21
g23330.t1,615,512,388,887,452,747
g23331.t1,3370,2921,3336,3568,3220,3355
g23332.t1,50,88,0,8,0,0
g23336.t1,5,0,7,0,8,6
g23338.t1,6,0,0,0,0,0
g23340.t1,9,4,7,7,11,5
g23347.t1,22,0,26,57,7,71
g23348.t1,25,7,36,33,22,59
g23364.t1,24,18,8,9,12,47
g23365.t1,3,0,35,4,18,0
g23371.t1,3,10,0,7,4,12
g23378.t1,0,0,0,0,0,0
g23386.t1,0,0,0,0,0,0
g23391.t1,56,37,58,40,43,73
g23392.t1,11,0,0,20,0,4
g23394.t1,2,0,0,0,3,5
g23397.t1,3,0,4,1,0,4
g23399.t1,0,0,0,0,0,0
g23400.t1,6,12,5,21,11,10
g23405.t1,64,20,61,101,17,36
g23412.t1,15,3,6,1,4,7
g23417.t1,2,0,0,0,0,0
g23418.t1,1,0,0,2,1,0
g23419.t1,4,0,0,0,0,0
g23443.t1,0,0,5,8,1,14
g23446.t1,0,0,0,0,0,0
g23447.t1,0,0,0,0,0,7
g23448.t1,0,0,3,0,0,0
g23442.t1,232,41,214,242,240,365
g23444.t1,21,47,16,12,10,18
g23445.t1,12,23,10,3,3,14
g23449.t1,1,0,3,0,0,0
g23450.t1,2,0,0,2,0,4
g23452.t1,7,8,8,11,16,14
g23453.t1,0,0,3,2,0,2
g23454.t1,7,14,18,14,24,6
g23455.t1,6,5,6,0,4,9
g23456.t1,1,2,0,0,3,0
g23481.t1,8,0,1,7,0,0
g23483.t1,509,216,274,384,239,375
g23484.t1,27,55,23,84,8,86
g23486.t1,0,0,0,0,0,7
g23485.t1,1,3,0,0,3,3
g23490.t1,35,0,21,4,16,0
g23491.t1,340,291,488,479,333,461
g23492.t1,2,0,0,0,0,0
g23493.t1,18,17,18,0,0,21
g23494.t1,271,136,186,315,148,199
g23497.t1,1141,667,1064,1523,761,1122
g23468.t1,0,0,0,0,0,0
g23477.t1,0,0,0,0,0,0
g23460.t1,106,65,133,20,77,23
g23461.t1,554,397,658,406,299,636
g23462.t1,808,449,621,554,383,797
g23463.t1,687,511,589,480,448,744
g23464.t1,525,230,420,271,296,585
g23466.t1,1,0,0,0,0,2
g23467.t1,2,0,0,0,0,2
g23469.t1,144,78,162,90,93,149
g23470.t1,26,0,13,7,19,13
g23471.t1,8690,4669,8058,6095,7494,9502
g23472.t1,21275,12483,35992,35780,35508,30721
g23473.t1,6,2,3,7,3,3
g23474.t1,103,79,50,72,50,96
g23475.t1,26,3,28,3,20,4
g23476.t1,5543,3304,4547,5593,3709,5746
g23478.t1,446,71,289,301,291,335
g23498.t1,200,56,322,108,165,205
g23499.t1,2736,532,990,766,923,3583
g23501.t1,84,43,93,69,38,63
g23505.t1,159,130,127,79,138,162
g23507.t1,1923,1022,1890,1864,1429,1741
g23508.t1,1203,822,1138,931,990,976
g23509.t1,378,289,370,374,198,470
g23510.t1,15929,8468,13282,17013,10649,12834
g23515.t1,908,404,699,485,495,697
g23511.t1,1247,697,1069,1228,842,912
g23512.t1,19280,13407,15942,17636,13913,19554
g23513.t1,2022,1433,2511,2202,1906,2074
g23514.t1,442,285,407,412,378,603
g23516.t1,1039,382,202,342,134,218
g23517.t1,19,9,0,0,4,0
g23518.t1,22,11,7,2,7,1
g23519.t1,10,5,2,3,1,0
g23520.t1,1477,832,2506,1945,1693,1498
g23521.t1,939,310,1180,675,857,961
g23525.t1,274,89,238,666,103,527
g23526.t1,359,122,278,473,173,307
g23527.t1,109,25,170,151,134,137
g23530.t1,149,107,101,118,123,196
g23534.t1,1081,654,961,1197,549,968
g23535.t1,1914,895,2068,3939,1612,2298
g23537.t1,462,214,452,243,305,251
g23538.t1,456,210,305,146,184,240
g23539.t1,261,119,351,227,326,410
g23540.t1,286,152,75,106,61,166
g23554.t1,0,0,35,4,33,18
g23555.t1,6,0,21,2,19,12
g23557.t1,0,0,0,0,0,0
g23558.t1,19,13,37,50,35,81
g23568.t1,3,0,0,11,1,10
g23587.t1,247,66,243,304,201,267
g23595.t1,9,0,42,33,24,49
g23596.t1,3,1,37,6,24,3
g23603.t1,0,0,0,0,0,0
g23610.t1,2,1,1,1,1,10
g23614.t1,11,2,6,0,5,0
g23628.t1,2,0,0,0,0,0
g23630.t1,5,0,0,18,0,0
g23631.t1,0,0,0,0,0,0
g23634.t1,6,0,0,10,0,7
g23638.t1,0,0,0,0,0,0
g23646.t1,2,2,3,2,1,0
g23647.t1,1,0,0,0,0,0
g23659.t1,4,1,2,3,1,7
g23662.t1,2,0,0,0,0,0
g23663.t1,3,0,1,3,1,1
g23665.t1,0,0,0,0,0,0
g23666.t1,1,0,0,0,0,0
g23669.t1,17,6,12,0,12,6
g23670.t1,9,0,2,2,6,2
g23672.t1,1270,1238,1541,1312,1048,1698
g23675.t1,436,181,231,123,252,505
g23676.t1,1213,315,453,495,299,656
g23677.t1,31,31,134,65,103,56
g23678.t1,148,70,139,181,81,167
g23679.t1,1071,817,803,1732,747,1605
g23680.t1,166,2,66,11,56,12
g23681.t1,3,2,1,2,3,2
g23682.t1,1,1,0,0,1,0
g23688.t1,0,9,0,0,0,4
g23685.t1,537,620,775,820,487,1277
g23686.t1,13,18,7,14,8,17
g23687.t1,15,7,1,5,0,14
g23691.t1,117,14,41,66,22,51
g23694.t1,0,11,29,32,21,50
g23692.t1,20,9,21,8,10,19
g23693.t1,155,16,23,47,21,20
g23699.t1,2,2,0,0,0,0
g23706.t1,0,0,0,0,0,0
g23711.t1,91,16,35,17,14,29
g23714.t1,12,6,4,3,0,5
g23715.t1,44,11,17,6,16,0
g23712.t1,9145,4311,5612,5412,3842,9054
g23713.t1,140,153,354,271,118,447
g23720.t1,50,12,37,33,12,47
g23722.t1,3339,894,1722,4426,1202,3363
g23724.t1,52,34,18,46,52,42
g23725.t1,139,123,122,136,102,167
g23726.t1,0,7,0,7,0,0
g23728.t1,423,415,1398,925,887,1363
g23735.t1,1,3,8,0,5,0
g23752.t1,8,16,16,11,9,40
g23739.t1,0,0,0,0,0,0
g23743.t1,0,0,0,0,0,0
g23747.t1,0,1,0,0,0,0
g23740.t1,21,4,0,0,20,0
g23742.t1,27,7,57,31,21,64
g23744.t1,3,0,0,0,0,0
g23746.t1,219,39,119,118,109,115
g23748.t1,1157,561,1762,1326,1288,1467
g23749.t1,4251,2985,4570,3921,3151,3887
g23750.t1,613,445,752,508,635,718
g23754.t1,300,352,603,672,395,537
g23755.t1,3932,2420,3353,4094,3060,3346
g23757.t1,16,1,15,35,4,12
g23758.t1,113,5,38,26,38,17
g23756.t1,10616,3625,8166,3075,7160,2760
g23759.t1,426,293,333,337,283,343
g23761.t1,0,1308,13,0,0,0
g23760.t1,1502,1569,1612,1672,1753,1986
g23764.t1,2224,2221,4951,3236,3902,3197
g23765.t1,871,557,1547,953,1093,1078
g23770.t1,42,87,97,27,94,166
g23782.t1,6,103,205,120,178,94
g23788.t1,4,9,26,8,17,4
g23792.t1,7,4,1,4,3,10
g23793.t1,0,43,927,1818,289,1550
g23795.t1,0,0,0,0,0,0
g23794.t1,461,312,582,1336,401,1597
g23796.t1,0,10,0,14,0,0
g23797.t1,5472,3469,4132,4897,3083,4189
g23798.t1,816,651,1010,877,831,835
g23800.t1,1056,295,451,655,422,817
g23801.t1,474,205,748,962,257,449
g23805.t1,610,632,814,232,698,233
g23806.t1,592,278,283,411,248,239
g23807.t1,950,875,1024,565,849,742
g23808.t1,243,262,331,197,195,247
g23809.t1,3430,2720,2578,2636,1880,1896
g23810.t1,431,423,479,532,336,476
g23811.t1,1935,1310,1577,1998,1132,1738
g23812.t1,1711,866,638,1441,554,943
g23813.t1,1726,979,1036,1617,954,1409
g23814.t1,3953,2825,5337,5129,3934,3136
g23815.t1,123,291,282,23,255,43
g23816.t1,499,341,352,498,284,232
g23820.t1,29,20,7,8,13,0
g23821.t1,1729,1120,2000,2043,1233,2204
g23847.t1,6,0,0,7,2,0
g23848.t1,3151,2530,5070,3115,3139,4172
g23849.t1,6003,3799,6568,9828,5080,5027
g23850.t1,532,435,416,499,269,455
g23851.t1,90,35,67,62,53,42
g23852.t1,449,325,248,514,183,320
g23822.t1,1921,1442,1581,2155,1429,1666
g23823.t1,1949,1241,2178,2154,1657,2295
g23824.t1,1524,1086,2250,1670,1694,1752
g23825.t1,101,119,243,222,177,236
g23826.t1,22,5,54,51,27,57
g23827.t1,2553,1168,3375,3032,2014,2734
g23828.t1,58278,38126,38460,42071,42110,30753
g23829.t1,118,50,61,50,21,27
g23830.t1,2556,1804,2887,2117,1914,2696
g23831.t1,1707,1125,1356,1571,1172,1424
g23832.t1,524,298,334,762,267,841
g23833.t1,326,166,399,321,354,395
g23834.t1,55,24,48,40,38,47
g23835.t1,1721,893,2211,1113,1934,2338
g23836.t1,4768,3383,6294,5405,4489,6798
g23837.t1,808,397,606,717,500,763
g23838.t1,73,32,19,91,6,94
g23839.t1,82,98,16,99,34,125
g23840.t1,1068,696,1174,1929,837,1336
g23841.t1,245,84,204,355,136,142
g23842.t1,70,60,108,50,50,38
g23843.t1,479,384,489,461,425,562
g23844.t1,875,526,822,678,637,770
g23845.t1,837,446,539,526,436,333
g23846.t1,6199,3625,2626,4751,1945,2186
g23854.t1,2,0,0,1,2,1
g23853.t1,3509,2000,6425,4848,4154,3862
g23855.t1,267,322,474,581,398,194
g23856.t1,423,126,275,229,240,260
g23867.t1,620,324,551,1026,423,699
g23868.t1,138,85,136,123,94,173
g23872.t1,154,108,220,128,129,254
g23873.t1,193,70,99,173,117,156
g23874.t1,299,175,228,239,111,168
g23875.t1,218,101,130,86,95,186
g23858.t1,1108,746,1704,1437,1152,1452
g23859.t1,31407,21357,28351,31473,22583,31937
g23860.t1,1241,1641,0,2388,0,2353
g23861.t1,3589,3209,3055,4611,2741,3854
g23862.t1,353,270,347,298,235,442
g23863.t1,241,141,171,221,164,263
g23864.t1,1442,980,1522,1439,1038,1134
g23865.t1,8,15,0,27,0,18
g23876.t1,2367,1451,1871,2407,1433,2790
g23879.t1,439,181,197,172,164,259
g23883.t1,1791,1801,3636,5325,4001,3828
g23884.t1,9267,5189,7719,10503,6813,8643
g23887.t1,0,14,15,0,0,0
g23885.t1,17139,11461,22202,25000,20756,15976
g23886.t1,116,136,332,277,273,13
g23888.t1,10,22,24,25,23,17
g23889.t1,1003,798,1025,932,947,1296
g23890.t1,3664,1850,3065,3327,2705,4187
g23891.t1,1918,1058,1651,1197,1113,1287
g23892.t1,1924,1065,2137,1507,1550,1851
g23893.t1,3280,2248,3911,3615,2412,3368
g23894.t1,799,1494,1963,1688,1340,2071
g23895.t1,40,59,212,174,170,148
g23896.t1,660,461,649,872,499,884
g23897.t1,943,511,1098,883,717,1023
g23904.t1,1615,1482,1575,1769,1240,1542
g23899.t1,2449,749,468,3281,546,317
g23900.t1,25295,16609,10952,31496,11195,15120
g23901.t1,6,4,4,1,4,2
g23902.t1,61,26,22,10,15,13
g23905.t1,3131,3649,3503,6617,3173,4416
g23908.t1,40,19,53,41,46,39
g23906.t1,15,6,6,17,12,38
g23907.t1,1931,678,1998,960,1776,1970
g23909.t1,4640,2462,1885,3300,1903,2475
g23910.t1,32915,16739,57195,56429,35553,42415
g23911.t1,618,415,596,260,444,679
g23912.t1,2444,1593,3840,3162,2747,4623
g23915.t1,1123,988,1335,1222,1106,1614
g23916.t1,1020,737,1365,975,1409,1474
g23917.t1,275,212,384,324,275,397
g23918.t1,0,6,0,5,0,0
g23919.t1,165,884,69,297,77,83
g23921.t1,6958,3457,3359,6281,2442,5698
g23922.t1,1010,410,586,723,489,606
g23923.t1,276,174,256,216,159,191
g23924.t1,632,630,462,529,456,511
g23925.t1,567,453,363,512,374,674
g23926.t1,14,6,13,12,9,20
g23937.t1,5,2,0,2,0,2
g23932.t1,0,0,0,0,0,0
g23934.t1,0,0,0,0,0,0
g23935.t1,0,19,19,11,19,69
g23930.t1,280,12,112,19,28,24
g23931.t1,3,0,0,0,0,0
g23933.t1,4,3,1,5,1,4
g23938.t1,3,0,0,0,0,0
g23940.t1,206,65,128,84,111,168
g23941.t1,78,67,66,39,65,84
g23942.t1,837,827,871,1183,915,1201
g23944.t1,2,10,4,0,9,7
g23943.t1,3507,2102,3695,4330,3102,4594
g23945.t1,221,40,44,49,36,27
g23946.t1,15,23,0,3,21,42
g23947.t1,49,97,125,96,107,116
g23949.t1,13,6,17,13,11,11
g23970.t1,0,1,0,0,4,8
g23966.t1,82,10,22,25,44,35
g23969.t1,43,11,11,19,0,32
g23973.t1,1,0,0,2,0,11
g23974.t1,2,3,1,1,0,0
g23975.t1,280,79,170,128,202,173
g23958.t1,0,1,0,2,0,0
g23960.t1,0,6,0,0,3,0
g23950.t1,1578,763,1117,1301,929,1451
g23951.t1,36,45,90,45,75,66
g23954.t1,4330,1981,3330,2723,2589,3320
g23955.t1,65,39,14,29,18,41
g23956.t1,125,42,37,26,11,46
g23957.t1,271,258,350,210,246,353
g23959.t1,81,49,86,75,78,90
g23961.t1,47,11,37,34,20,13
g23962.t1,272,181,120,154,59,210
g23963.t1,66,19,87,27,51,71
g23964.t1,20,0,20,7,47,0
g23965.t1,40,23,18,17,5,30
g23998.t1,2,0,0,0,0,0
g23999.t1,102,66,172,261,80,174
g24000.t1,17,0,0,30,0,26
g23984.t1,0,29,2,9,5,18
g23986.t1,0,0,0,0,0,0
g23987.t1,0,0,0,0,0,0
g23988.t1,0,1,3,0,0,0
g23989.t1,0,0,0,0,0,0
g23990.t1,0,0,0,3,0,0
g23993.t1,0,0,0,4,0,4
g23997.t1,0,0,1,4,0,0
g23976.t1,7,2,0,0,3,1
g23977.t1,38,18,14,21,17,27
g23978.t1,56,22,69,38,32,56
g23981.t1,56,36,44,67,28,82
g23982.t1,11,4,43,20,14,0
g23983.t1,154,27,59,56,26,121
g23985.t1,3,3,0,0,0,0
g23994.t1,15,20,40,21,28,29
g23995.t1,91,45,77,57,17,62
g23996.t1,93,26,80,0,0,59
g24003.t1,0,0,0,15,11,0
g24004.t1,15,5,23,23,9,16
g24005.t1,67,50,85,112,52,91
g24006.t1,30,11,30,27,18,22
g24009.t1,4,2,2,2,1,2
g24011.t1,1614,1225,2282,1904,2027,2035
g24012.t1,960,624,1099,811,805,1010
g24013.t1,89,66,118,98,94,76
g24014.t1,162,16,1152,0,889,0
g24017.t1,1697,1449,2485,2077,1873,2442
g24018.t1,721,420,790,771,581,801
g24019.t1,594,418,507,417,618,416
g24020.t1,2279,2570,2881,3275,2143,2467
g24021.t1,84,89,82,45,66,67
g24023.t1,3509,1884,3497,3739,2179,3698
g24024.t1,219,189,199,291,116,269
g24025.t1,117,102,217,77,176,93
g24026.t1,508,424,570,648,466,648
g24029.t1,489,247,238,407,179,488
g24030.t1,6,4,20,2,0,4
g24027.t1,3829,2813,3887,6062,3229,5095
g24032.t1,2228,1908,1287,1538,805,2510
g24033.t1,476,204,416,477,338,324
g24034.t1,546,387,282,698,218,432
g24035.t1,1163,465,965,598,698,1325
g24037.t1,888,593,1107,702,826,754
g24038.t1,6,7,12,2,6,1
g24040.t1,182,52,535,131,517,149
g24039.t1,4979,3521,7144,4638,4582,5723
g24041.t1,326,218,569,538,352,543
g24042.t1,693,392,676,576,459,673
g24043.t1,8,0,6,6,16,5
g24044.t1,1147,979,1300,1625,966,1482
g24049.t1,9,0,21,6,15,0
g24045.t1,652,679,1312,1299,961,1113
g24046.t1,517,286,728,726,612,877
g24047.t1,96,116,169,356,157,287
g24053.t1,80,42,112,30,103,54
g24050.t1,648,890,2083,2159,1743,1798
g24051.t1,58,45,202,148,143,183
g24052.t1,1900,1834,5653,3214,3748,3634
