gene_id,1BS,1DS,2BS,2DS,3BS,3DS
g43113,7,0,4,6,7,0
g43114,2,1,4,3,1,1
g43115,34,4,14,14,28,51
g43117,8,2,5,4,2,0
g43118,454,124,242,327,230,278
g43119,1583,765,2328,1504,1647,2018
g43120,174,30,27,117,27,4
g43121,23,11,10,20,9,24
g43122,15,12,19,0,20,2
g43123,26,28,24,0,38,0
g43132,21,14,32,4,10,6
g43129,483,330,359,224,305,236
g43130,12,6,11,16,9,17
g43131,74,17,16,17,5,10
g43133,17,15,8,11,15,16
g43135,4,2,0,2,1,1
g43136,701,483,800,1016,483,694
g43142,123,160,113,182,37,31
g43143,13,10,23,14,24,2
g43144,44,6,57,9,43,11
g43145,58,21,53,4,39,32
g43147,13,4,7,2,1,4
g43148,23,0,22,2,18,0
g43150,0,0,6,0,1,1
g43149,1,5,3,0,11,1
g43151,6,0,0,0,4,0
g43153,4,0,0,0,3,0
g43154,3,1,2,4,2,3
g43156,23,5,5,4,1,0
g43157,235,218,310,188,213,227
g43158,7,7,8,15,6,11
g43159,3,14,16,4,16,6
g43166,4,0,0,8,0,7
g43160,25,30,14,8,9,9
g43161,791,706,1129,1402,674,1056
g43162,339,81,236,386,139,381
g43163,885,670,1359,696,787,854
g43164,694,96,258,252,227,436
g43165,1827,1103,1781,1778,1324,1868
g43167,1444,817,1483,1603,1319,1643
g43168,5,0,1,0,1,4
g43169,5,3,0,15,5,2
g43170,140,35,74,41,64,68
g43171,188,44,113,56,80,76
g43172,1745,1174,2113,2161,1407,1950
g43174,78,144,70,90,61,4
g43177,17,4,0,0,0,40
g43173,4276,2690,5079,4567,3275,3759
g43178,2418,2703,1325,3712,1000,246
g43181,67,21,30,39,20,39
g43182,1128,228,427,754,245,752
g43189,20,12,6,0,12,0
g43190,1000,609,402,403,528,340
g43191,37,179,390,254,304,306
g43192,151,266,219,319,243,317
g43193,45,17,67,48,43,33
g43194,38,5,24,40,21,51
g43195,359,263,416,476,369,522
g43196,457,121,565,476,405,630
g43202,0,5,0,0,0,0
g43203,32,26,74,65,100,58
g43205,0,0,23,0,8,0
g43206,0,0,32,0,21,0
g43207,1115,700,539,303,530,655
g43215,24,5,0,18,14,4
g43213,4,58,0,0,0,0
g43214,535,434,754,479,449,590
g43208,767,306,1147,746,730,808
g43209,89,41,168,35,148,124
g43210,395,256,403,467,543,324
g43211,1826,1116,1640,1269,1579,1166
g43212,2570,585,2588,845,2193,689
g43217,7,0,0,0,0,0
g43219,30,0,8,16,4,6
g43224,1,0,0,0,0,0
g43221,0,0,0,0,0,0
g43220,11,0,1,2,0,3
g43222,8,0,0,2,0,4
g43223,17,0,3,6,17,0
g43229,4,2,1,4,4,5
g43230,4,0,12,1,2,7
g43231,1073,873,1456,1260,1052,880
g43232,60,24,72,54,101,116
g43233,61,18,63,25,98,77
g43234,479,386,688,631,548,684
g43235,362,182,517,480,409,303
g43236,925,551,900,568,652,1061
g43238,41,28,96,16,67,119
g43240,225,143,338,74,157,217
g43242,576,488,1349,1036,1025,863
g43257,192,180,1423,284,687,313
g43258,33,33,228,30,115,71
g43266,414,163,590,479,337,559
g43259,331,81,196,315,149,229
g43260,83,41,27,88,24,49
g43261,387,319,650,582,362,473
g43262,606,425,855,479,640,539
g43263,4177,3326,3576,1734,2249,4277
g43265,4381,2839,2857,3226,2301,3812
g43268,1702,770,1751,2034,941,1726
g43269,666,638,1527,772,928,1126
g43270,544,239,476,353,316,581
g43271,562,592,1028,571,654,700
g43272,432,484,528,402,483,430
g43276,194,197,279,242,222,278
g43277,4830,3063,4025,4865,2846,2727
g43279,2246,907,1518,1891,1253,1925
g43280,65,53,47,58,23,86
g43281,542,537,684,633,525,838
g43283,0,0,0,0,0,0
g43282,1332,862,1387,1747,1068,1022
g43284,2834,1604,3293,3737,2296,3137
g43286,0,7,0,4,0,0
g43290,0,0,0,0,0,0
g43285,137,120,308,491,235,129
g43287,279,341,266,310,252,287
g43288,1,1,1,2,3,0
g43289,274,117,420,1055,335,317
g43291,343,513,359,421,356,438
g43292,1038,537,732,916,649,1110
g43293,2886,2019,1399,3474,1037,2411
g43294,1535,760,1046,1143,769,1425
g43295,219,102,82,346,38,103
g43296,549,302,336,450,252,622
g43297,354,190,312,304,237,282
g43298,116,443,339,99,203,113
g43299,12,28,1,22,4,0
g43300,82,72,70,60,58,52
g43301,25613,16509,8535,27908,6847,25837
g43303,633,412,622,951,533,800
g43304,915,181,290,667,372,863
g43305,718,398,260,739,210,691
g43307,1,2,8,0,5,0
g43308,4,0,8,0,0,0
g43306,2910,1489,3880,2399,2779,3562
g43310,417,285,946,568,505,506
g43311,112,134,48,109,48,143
g43317,48,83,103,31,103,44
g43320,247,120,359,185,213,292
g43321,399,201,473,576,255,730
g43323,0,3,0,9,4,11
g43322,4069,4240,4818,8961,2814,5365
g43332,7976,2653,5330,4217,4143,3974
g43333,2775,1971,2418,4583,1721,2524
g43340,30,0,34,108,23,62
g43339,340,257,595,584,449,506
g43341,13,9,59,86,37,156
g43343,861,251,401,616,224,704
g43345,13,8,10,37,0,32
g43346,10,0,0,0,0,0
g43347,72,24,24,44,18,98
g43348,45,33,34,28,35,24
g43350,4,0,0,62,0,108
g43351,7,0,0,55,0,61
g43352,14,0,0,20,0,81
g43353,10,0,0,109,0,275
g43354,301,111,154,44,113,30
g43355,576,283,206,181,99,143
g43360,0,0,0,0,0,4
g43356,62,5,7,17,15,10
g43357,56,43,52,3,38,6
g43358,41,17,21,4,17,35
g43359,674,255,711,498,346,608
g43361,3,0,2,2,0,0
g43362,305,124,234,242,116,220
g43363,65,11,24,5,12,49
g43365,96,0,51,53,34,41
g43366,409,8,110,102,94,98
g43367,165,347,476,376,240,225
g43368,382,121,209,209,128,347
g43364,9608,6753,9704,10695,7568,8572
g43370,2104,1157,1123,1707,904,806
g43371,1061,612,573,974,425,456
g43372,23,12,39,41,23,31
g43375,0,0,4,0,0,27
g43373,165,147,145,62,103,130
g43374,14,0,2,2,2,0
g43376,105,84,49,47,0,43
g43377,1022,838,1297,1108,1016,1222
g43378,1266,918,1423,1418,1361,1175
g43382,12,2,12,16,4,7
g43383,16,0,3,0,9,6
g43387,6,0,0,0,0,1
g43389,68,6,169,8,95,30
g43391,10,0,11,0,13,0
g43392,317,755,424,775,282,1038
g43397,2,0,7,0,17,0
g43393,652,226,569,196,359,621
g43394,169,9,46,38,14,74
g43395,766,454,631,733,651,650
g43398,7761,2929,4034,1801,3098,8526
g43399,7691,4228,3126,5849,3018,3236
g43400,2336,1366,1532,1633,1425,1883
g43403,0,18,6,11,11,21
g43401,2,3,5,0,9,0
g43402,4165,1943,6748,10293,4100,6279
g43404,309,309,797,243,220,177
g43406,288,118,317,393,187,408
g43405,4202,3702,4986,6712,3296,4958
g43409,17,9,24,2,20,5
g43407,2558,2173,3856,3266,3230,3167
g43415,998,699,1131,1258,805,1205
g43417,1003,449,663,488,458,1157
g43427,512,221,633,568,364,535
g43418,1114,814,1236,1077,907,1086
g43419,8,0,0,0,0,0
g43420,159,0,0,130,0,211
g43422,41,15,35,44,54,60
g43423,630,500,907,869,761,919
g43424,1416,930,1324,1171,1050,1528
g43425,4610,3625,4476,4011,3646,5989
g43426,13,30,65,72,48,84
g43429,0,9,19,0,17,0
g43428,1877,1242,1678,3140,1586,1938
g43430,314,101,364,115,263,409
g43434,52,32,35,0,18,64
g43432,511,472,722,538,735,714
g43433,1768,4653,4620,5703,4081,3952
g43437,0,0,0,0,4,0
g43436,2445,907,2327,2153,1712,4001
g43445,2,0,4,4,2,3
g43448,3,0,2,2,0,0
g43438,4850,892,2827,1264,2506,7363
g43449,1,0,0,0,0,0
g43451,5,2,4,4,4,5
g43452,19,30,17,18,12,41
g43453,182,58,37,187,40,187
g43454,13,3,2,2,1,6
g43455,181,20,42,42,32,144
g43456,8,0,0,0,0,0
g43458,93,21,0,18,23,11
g43460,111,12,15,18,54,0
g43463,21,9,19,20,21,25
g43465,8,16,29,27,18,28
g43497,3,3,17,4,2,2
g43503,0,0,0,0,0,0
g43466,0,0,1,0,1,0
g43467,0,0,0,0,0,0
g43473,0,3,0,5,0,7
g43474,0,0,0,0,0,0
g43478,0,0,0,0,0,0
g43480,0,3,0,0,0,0
g43484,0,2,0,2,0,1
g43486,0,0,3,0,9,8
g43487,0,0,8,2,0,0
g43488,0,0,0,0,3,0
g43490,0,0,0,0,0,0
g43491,0,0,0,0,0,0
g43493,0,2,0,0,0,0
g43495,0,0,0,0,0,0
g43496,0,0,3,0,0,0
g43468,2,0,5,2,0,3
g43469,2,0,6,0,4,3
g43470,15,0,19,7,15,11
g43471,1,2,1,0,8,0
g43475,3,1,3,0,3,1
g43476,8,8,6,7,5,11
g43479,4,8,5,9,2,8
g43483,6,84,0,45,0,80
g43485,17,1,12,8,5,9
g43507,240,337,339,326,251,430
g43508,0,9,8,22,48,0
g43509,40,5,8,17,0,21
g43510,90,79,107,59,82,56
g43511,32,4,10,24,9,33
g43513,0,5,0,0,0,0
g43515,569,357,560,688,495,791
g43516,155,51,292,259,153,220
g43518,186,71,52,105,83,72
g43517,11389,7010,17611,23415,9997,13925
g43522,0,0,0,15,0,0
g43519,114,278,123,246,119,126
g43520,301,807,270,1126,346,459
g43521,49,486,67,199,80,233
g43523,9,64,0,26,20,23
g43524,17,0,26,37,16,21
g43525,75,13,23,7,11,7
g43526,14,20,11,25,0,28
g43527,1318,852,1072,1566,1178,1379
g43538,70,47,385,151,365,344
g43539,44,84,101,347,83,363
g43540,73,43,122,28,87,122
g43541,327,215,545,360,476,677
g43542,199,163,226,123,175,220
g43548,2072,77,439,184,163,786
g43552,39,8,23,4,57,6
g43560,0,0,7,0,0,0
g43562,0,0,0,0,0,0
g43564,0,0,0,0,0,0
g43565,0,0,0,0,0,0
g43569,0,0,4,0,0,0
g43571,0,0,0,0,0,0
g43572,0,0,0,0,3,0
g43566,28,6,22,20,11,27
g43568,10,13,52,7,38,28
g43573,22,4,8,27,7,44
g43574,30,4,7,36,15,35
g43575,8,0,0,10,1,19
g43576,26,0,4,9,7,22
g43577,6,0,9,3,2,21
g43582,219,135,399,205,199,321
g43583,686,501,1165,895,861,1171
g43585,243,130,290,196,164,330
g43587,105,47,76,116,66,144
g43586,3310,1807,2769,4233,2208,2935
g43588,623,178,336,288,187,653
g43592,607,25,87,47,38,239
g43593,8690,4991,7095,7003,5024,5436
g43594,737,320,922,525,661,641
g43595,18805,14481,11388,16795,6383,18271
g43596,268,266,226,574,178,546
g43600,880,763,2895,1873,1325,1997
g43603,13,3,0,3,0,14
g43601,2523,1225,2578,1906,2005,2638
g43602,462,204,393,277,260,308
g43604,586,176,230,361,167,165
g43606,276,95,201,245,251,366
g43612,3,0,0,0,0,0
g43615,66,25,29,49,64,35
g43622,0,0,0,0,0,0
g43630,0,0,0,0,0,0
g43624,5,17,13,16,8,14
g43625,41,42,101,91,110,59
g43626,51,60,68,85,62,68
g43629,411,330,374,537,418,517
g43631,22,4,5,6,7,18
g43633,124,5,0,110,0,157
g43636,0,0,4,306,0,427
g43637,58,34,109,329,11,245
g43638,43,49,95,15,50,41
g43639,73,17,49,182,26,128
g43642,3,0,6,0,0,0
g43644,0,0,3,1,0,0
g43645,0,4,12,8,1,0
g43649,624,393,353,592,498,1162
g43658,14,13,22,6,14,9
g43651,0,0,2,0,0,1
g43650,1904,893,1101,1519,978,1873
g43652,21,17,5,0,6,6
g43653,590,185,225,554,193,761
g43654,1143,80,94,1130,46,1298
g43655,1259,680,798,823,755,1385
g43656,39,26,32,11,27,46
g43657,40,27,40,32,27,29
g43660,5,3,7,0,5,5
g43661,785,3124,9536,1674,5174,2716
g43662,5,0,13,0,13,14
g43663,215,71,109,60,25,110
g43664,34,53,75,53,52,35
g43665,948,412,699,918,517,818
g43677,29,12,16,13,9,25
g43681,10,19,17,19,32,6
g43691,34,25,32,32,21,28
g43699,77,0,3,0,4,3
g43700,114,4,0,0,0,0
g43703,2,0,5,5,0,0
g43704,0,0,0,0,0,0
g43706,795,368,367,382,386,241
g43710,2,0,0,4,0,0
g43708,25,13,9,17,11,24
g43709,527,123,295,185,258,235
g43714,712,573,805,854,568,964
g43711,1791,1357,1700,2116,1614,1640
g43712,23899,12768,19242,21459,16915,20668
g43713,46,2,21,25,1,19
g43722,317,110,225,191,201,411
g43723,332,178,452,411,387,458
g43718,0,0,0,0,0,0
g43719,0,0,0,0,0,0
g43715,2886,1651,2286,2129,1829,2351
g43717,612,404,563,473,501,476
g43720,39901,18920,38119,33027,26590,36286
g43721,673,369,699,644,499,776
g43730,40,38,204,53,273,112
g43727,127,137,283,411,362,362
g43728,180,82,99,124,126,162
g43729,581,421,481,729,362,686
g43731,138,113,54,36,45,194
g43732,1288,761,1353,1006,1043,1173
g43733,5419,3043,3967,6828,3368,4363
g43734,10615,6398,6284,6967,5228,4684
g43735,458,320,621,422,499,632
g43736,1708,589,1270,1528,1342,1464
g43737,528,362,605,385,478,546
g43741,3865,2713,2264,4357,2007,3071
g43742,1044,409,1974,1821,1375,2200
g43745,4,0,0,0,0,0
g43746,0,0,0,0,0,0
g43748,2,0,0,1,0,1
g43752,0,0,0,0,0,0
g43751,9,5,6,6,8,16
g43753,0,0,0,0,0,0
g43758,0,0,0,0,0,0
g43759,0,0,0,3,0,0
g43760,0,4,3,0,4,0
g43761,31,8,63,36,33,27
g43762,108,19,153,55,125,86
g43763,6,0,6,7,6,7
g43765,5,2,5,3,4,1
g43772,3,28,9,40,10,35
g43773,5206,4963,2449,3616,2488,3939
g43774,410,64,689,437,354,728
g43777,24,0,158,72,120,240
g43778,2,0,0,0,2,0
g43779,94,5,85,110,52,69
g43780,31,3,36,12,13,24
g43781,511,188,1236,428,662,653
g43782,89,28,58,20,40,13
g43783,20,0,3,2,1,16
g43784,513,275,1255,259,896,486
g43786,963,343,1271,708,926,655
g43787,1,0,7,4,15,0
g43789,5,5,22,15,17,15
g43791,5,12,11,4,19,12
g43792,10,40,0,72,5,69
g43798,2,0,372,0,275,0
g43795,0,10,13,5,1,4
g43796,17,10,62,10,36,16
g43797,26,10,34,25,30,30
g43799,28,18,377,43,299,29
g43800,9,0,31,17,14,18
g43801,1813,1513,1560,2351,1390,1893
g43802,858,25,676,14,476,22
g43803,493,0,458,26,315,23
g43805,69,63,119,103,83,101
g43807,403,216,388,407,371,362
g43808,490,406,818,299,572,541
g43815,2875,2347,5022,3624,3111,2839
g43816,295,244,712,198,457,255
g43817,236,277,894,855,600,415
g43818,1810,1346,396,1279,231,426
g43819,764,640,1316,1602,1035,789
g43820,1214,1680,814,2195,450,447
g43821,884,848,2035,703,1530,586
g43822,16,10,16,46,6,21
g43823,21,11,134,7,14,16
g43824,206,80,267,238,141,173
g43829,1,1,1,0,0,0
g43827,1416,1113,1412,1649,1059,1502
g43828,120,51,262,84,145,146
g43830,10,0,6,0,0,21
g43831,726,418,781,499,562,467
g43832,101,74,132,74,104,73
g43842,24,0,0,0,0,3
g43844,9,0,0,0,0,0
g43833,1319,670,1846,1006,1356,978
g43834,102,5,106,28,82,60
g43835,382,24,282,121,235,141
g43836,6,2,7,2,6,2
g43838,144,95,150,198,128,285
g43839,1579,1058,1371,1558,1836,1607
g43840,99,31,36,62,40,100
g43846,35,19,58,52,50,28
g43845,3607,1769,3945,3550,2858,3459
g43847,132,183,195,150,143,164
g43849,1,0,0,0,0,0
g43851,23,8,17,45,19,40
g43853,1052,1219,1681,1896,1269,1543
g43855,1410,910,398,2116,360,456
g43856,120,80,150,159,120,172
g43857,1,1,2,1,1,0
g43858,4,6,10,12,6,4
g43865,64,76,18,17,21,4
g43866,13,0,0,13,0,0
g43881,68,82,614,39,548,78
g43887,3,0,2,0,6,2
g43889,0,0,0,0,0,0
g43901,2,0,0,0,0,0
g43922,20,4,17,8,7,9
g43927,0,0,0,0,0,0
g43928,1435,1055,1385,1647,1115,1091
g43930,16,0,0,0,0,8
g43929,7564,3203,4367,4259,3906,4543
g43932,1903,474,655,505,1098,1039
g43933,6203,400,1429,999,713,4166
g43934,31,2,16,2,22,4
g43942,4,3,3,7,0,11
g43943,1,1,0,1,0,12
g43938,9,44,2,48,0,40
g43939,10,57,7,49,11,34
g43940,576,548,378,483,347,312
g43941,1286,1068,1190,1039,1061,709
g43944,159,0,70,30,71,53
g43945,9471,5591,6978,9459,6566,8031
g43946,196,32,125,137,121,102
g43952,10,17,35,23,3,11
g43953,18,1,22,6,4,3
g43955,78,11,127,0,65,70
g43951,13313,1375,1591,7470,1242,194
g43956,0,0,3,0,0,0
g43957,214,111,122,178,105,224
g43972,28,10,24,25,14,15
g43976,10,1,1,0,0,2
g43977,1,0,0,0,0,0
g43974,8989,4861,13180,12868,8918,11011
g43975,2300,1581,2798,3639,2145,2892
g43979,0,0,55,0,25,3
g43982,0,2,9,32,10,3
g43980,1185,922,1066,1158,898,1294
g43981,4973,2960,3767,4861,3050,4475
g43985,612,265,580,442,427,664
g43986,6,5,0,0,1,0
g43987,13,0,4,0,0,4
g43988,8,18,5,3,21,8
g43990,5,2,5,3,0,0
g43991,2,0,0,0,0,0
g43997,21,3,19,11,4,11
g43999,3,7,13,7,11,10
g44004,10,0,4,5,4,9
g44000,4719,2023,4744,2930,3395,3412
g44002,26,14,62,39,33,34
g44011,18,9,0,17,0,10
g44006,0,0,0,0,0,0
g44009,0,0,0,2,0,4
g44005,32,6,20,12,0,23
g44007,71,4,15,0,20,34
g44008,317,64,112,171,115,448
g44010,2255,715,1121,1190,778,3107
g44012,733,315,650,674,488,478
g44013,895,290,1509,72,812,18
g44018,0,4,0,4,4,6
g44019,221,63,264,293,279,433
g44020,480,190,622,412,457,588
g44025,2557,1751,2690,3689,2086,2803
g44027,4,23,0,0,0,0
g44032,5,4,3,1,6,2
g44034,0,0,0,0,0,0
g44035,0,0,0,0,0,0
g44041,0,0,0,0,0,0
g44045,0,0,1,1,2,4
g44047,0,0,0,0,0,0
g44048,0,0,0,0,0,0
g44049,0,0,0,0,0,0
g44050,0,0,0,0,0,0
g44051,0,0,0,0,0,0
g44052,0,0,0,0,0,0
g44053,0,1,0,1,0,0
g44059,0,0,0,0,0,0
g44036,5,0,0,0,0,0
g44037,1006,554,0,0,0,0
g44040,5,3,7,0,3,0
g44046,1,28,34,14,0,51
g44057,1149,696,0,0,0,0
g44058,80,49,0,0,0,0
g44060,6,3,8,1,16,0
g44061,71,123,100,97,73,108
g44062,30,21,11,5,6,16
g44063,8,7,10,12,6,13
g44064,0,0,0,0,0,0
g44070,0,8,9,0,4,0
g44072,0,0,3,0,0,0
g44067,2,1,1,1,0,0
g44068,1,2,1,0,0,1
g44071,1847,95,2199,1114,1665,1055
g44074,11,3,4,5,6,6
g44075,0,0,0,0,0,0
g44076,7,9,40,52,29,64
g44079,0,0,1,0,1,0
g44081,0,0,0,0,0,0
g44077,39,0,8,0,0,0
g44078,2,0,0,2,2,2
g44080,4,0,10,14,0,16
g44082,1182,100,459,1172,344,1569
g44100,19,21,21,33,71,32
g44101,10,0,0,0,0,0
g44102,646,472,538,351,324,476
g44092,0,0,0,0,0,0
g44085,704,75,95,229,54,39
g44086,2651,785,792,918,551,501
g44087,12,0,2,5,2,0
g44088,5,5,5,17,9,22
g44089,9,15,5,14,10,26
g44091,31,0,0,0,0,0
g44093,13,0,0,0,0,0
g44094,6,0,0,0,0,0
g44095,19,9,3,6,4,5
g44098,47,0,8,17,11,7
g44099,4100,2137,785,3148,574,983
g44105,0,4,2,1,1,4
g44106,108,0,63,31,31,9
g44109,5,4,7,1,0,0
g44111,81,5,78,12,72,18
g44112,1159,29,953,59,762,97
g44113,19,0,9,45,31,47
g44117,0,0,0,0,6,2
g44120,107,134,474,138,272,153
g44121,5,10,7,9,5,4
g44122,428,282,791,372,484,619
g44123,1862,2274,3082,2550,1900,2745
g44130,54,12,37,17,36,45
g44124,143,39,172,63,100,122
g44125,321,400,620,510,515,525
g44126,317,149,278,171,236,260
g44129,263,27,82,54,31,117
g44131,55,4,20,23,29,36
g44132,19,2,10,0,6,13
g44133,1395,666,1073,976,922,1030
g44136,12,36,60,58,52,70
g44141,78,7,23,11,30,31
g44142,10,9,4,4,19,9
g44143,8,4,1,1,9,20
g44144,28,18,15,18,8,69
g44145,19,24,64,0,51,0
g44146,16,65,16,11,21,47
g44147,4380,3178,5135,3464,3710,5006
g44148,71,9,29,73,32,82
g44149,1845,884,1744,1634,1115,1862
g44159,12,0,0,0,13,0
g44153,301,120,237,167,307,226
g44154,56,52,50,58,92,26
g44155,42,21,24,18,32,26
g44156,34,39,22,15,47,22
g44158,16,33,36,13,33,18
g44165,55,10,0,3,0,38
g44163,0,0,6,8,0,0
g44160,457,389,643,526,455,428
g44164,3291,3540,5535,9741,4595,4635
g44166,5,3,2,0,0,1
g44167,4487,2600,3782,4759,3020,3787
g44168,2033,1013,1943,3573,1419,2000
g44172,1175,135,76,906,109,701
g44173,782,170,379,318,361,364
g44169,15802,8404,14507,19806,11710,16363
g44170,31657,2220,2822,15905,2148,19382
g44171,1058,223,361,1026,307,748
g44176,24,20,36,18,44,90
g44174,321,199,185,492,263,613
g44175,5830,1812,7416,7323,5004,6361
g44178,103,129,418,161,453,420
g44179,46,31,180,67,168,198
g44181,5,5,6,5,18,4
g44182,21,6,115,23,88,59
g44184,2,0,0,0,0,0
g44186,3092,2127,3515,3732,2419,2451
g44187,508,426,578,380,405,716
g44188,1673,857,1169,1258,860,1441
g44189,40,4,37,27,9,16
g44190,433,355,478,585,373,487
g44191,33,16,10,0,16,51
g44192,876,442,740,724,514,701
g44193,3,0,6,0,0,2
g44194,1378,857,1795,1306,1552,1295
g44237,2,1,0,1,0,1
g44239,5,8,15,0,6,4
g44243,51,48,48,13,31,25
g44244,66,42,64,30,52,30
g44253,10,0,0,16,0,40
g44265,5,0,0,0,0,0
g44203,0,0,0,0,0,0
g44208,0,0,0,0,0,0
g44214,0,0,6,0,0,0
g44224,0,0,3,0,0,0
g44199,53,114,73,38,28,16
g44200,35,22,23,13,22,13
g44206,10,3,6,8,6,9
g44209,24,0,7,0,0,0
g44210,69,0,14,0,0,0
g44213,2,0,1,0,0,0
g44216,36,13,48,24,41,35
g44217,1698,0,1892,303,1662,218
g44220,115,0,95,0,85,0
g44222,13,2,15,57,16,48
g44223,8,0,10,10,6,19
g44225,9,0,10,4,5,6
g44226,33,0,46,0,19,0
g44235,1,5,13,6,6,2
g44267,9,3,13,0,7,0
g44271,2,1,0,0,0,1
g44276,2,2,3,0,0,0
g44283,15,0,0,19,0,25
g44284,2,0,0,1,0,3
g44289,8,12,0,13,0,14
g44295,16,9,4,22,7,10
g44296,4,0,1,0,2,1
g44302,2,4,0,0,1,0
g44303,2,2,2,0,0,0
g44307,6,0,0,15,4,0
g44310,37,3,2,0,0,0
g44316,0,0,0,0,0,1
g44314,14,12,8,9,10,7
g44315,20,9,7,5,9,10
g44322,0,0,0,0,0,15
g44327,14,7,16,12,5,20
g44330,7,0,5,3,7,3
g44336,6,1,1,1,6,5
g44339,0,0,0,0,0,0
g44347,2,0,0,0,0,0
g44351,0,1,3,9,4,1
g44350,4,0,2,0,2,3
g44358,0,0,0,0,0,0
g44362,2,0,0,0,0,0
g44364,4,11,6,2,1,0
g44368,29,15,9,25,8,45
g44370,2,5,0,3,0,6
g44377,9,2,7,5,7,4
g44374,186,183,264,115,178,93
g44375,43,37,44,25,37,26
g44379,6,17,18,7,10,7
g44380,0,4,0,5,0,0
g44381,0,4,2,0,0,0
g44382,2,0,3,6,3,9
g44390,157,106,187,183,106,175
g44391,28,5,13,10,13,14
g44397,155,32,26,162,31,199
g44401,389,400,310,229,256,337
g44408,19,17,22,2,14,3
g44409,90,116,198,88,71,149
g44410,455,247,872,382,606,716
g44402,1348,1045,1158,1229,912,1039
g44403,911,604,512,1081,448,900
g44404,358,263,676,485,472,724
g44405,974,482,963,760,803,790
g44406,89,41,59,69,62,96
g44407,74,37,62,38,61,78
g44412,583,413,1465,681,832,840
g44414,214,66,125,97,70,240
g44415,482,367,384,345,295,544
g44416,290,200,320,466,263,457
g44422,53,170,52,57,20,77
g44425,225,510,453,756,316,614
g44426,361,700,579,833,454,818
g44427,1042,834,607,1922,381,384
g44428,30,28,26,68,13,90
g44418,14691,4027,8651,7242,6920,9718
g44419,6606,4296,2714,3235,1941,4059
g44420,146,163,122,128,105,138
g44421,11759,7625,2527,5311,1453,5017
g44431,19,0,0,6,0,14
g44432,5,4,0,3,0,14
g44433,2,2,1,2,2,1
g44434,323,226,399,286,232,130
g44439,0,0,0,0,0,0
g44441,334,33,0,0,0,0
g44443,82,18,7,0,19,1
g44445,128,26,6,7,8,7
g44446,32,16,34,53,44,78
g44447,80,0,12,0,0,9
g44454,38,11,30,0,11,0
g44472,13,5,14,0,13,3
g44473,0,0,8,7,6,3
g44477,54,69,83,51,77,92
g44486,0,0,0,4,0,8
g44487,5,4,4,10,3,9
g44489,2,0,13,14,14,10
g44494,6,0,0,0,0,0
g44520,0,0,0,0,0,0
g44521,5,0,2,1,0,3
g44495,0,0,0,4,0,0
g44496,0,0,0,0,0,0
g44497,0,0,0,5,0,6
g44498,0,0,0,0,0,0
g44499,0,0,2,0,4,0
g44505,0,0,0,0,0,0
g44506,0,0,0,0,0,2
g44507,0,0,0,0,0,0
g44508,0,0,0,0,0,4
g44509,0,8,0,5,2,0
g44511,0,0,0,0,0,0
g44512,0,0,0,0,0,0
g44513,0,0,0,0,4,0
g44514,0,0,0,0,0,0
g44515,0,0,0,7,0,1
g44516,0,3,1,17,6,0
g44517,0,0,0,0,0,0
g44519,0,0,0,0,0,1
g44502,2,0,0,0,0,0
g44503,12,10,194,0,139,0
g44510,25,0,12,0,12,3
g44518,5,18,4,4,2,5
g44523,0,0,4,5,0,6
g44525,210,141,127,188,104,170
g44526,1,2,1,0,0,2
g44527,1523,1001,690,901,432,786
g44528,22,16,22,12,14,26
g44530,65,6,14,7,29,60
g44529,1945,1116,1656,1663,1258,2228
g44540,12,0,0,0,0,0
g44531,287,157,266,221,299,346
g44532,365,229,490,247,430,473
g44535,452,322,919,728,614,769
g44536,122,84,282,172,252,178
g44541,380,66,282,189,170,168
g44542,61,59,96,34,88,24
g44548,3,0,0,0,0,0
g44550,465,416,243,325,1050,766
g44551,57,39,66,55,85,138
g44553,55,19,21,0,33,0
g44543,2790,1354,2152,3005,1750,2623
g44544,1499,1085,1952,1420,1046,1798
g44546,49,73,117,39,107,46
g44547,11783,8452,12535,9958,8848,11620
g44554,416,433,513,443,406,457
g44555,10,9,8,21,4,13
g44556,88,124,75,21,84,58
g44558,2,1,0,0,1,2
g44560,0,0,4,0,3,0
g44559,1025,929,1515,1156,1107,1126
g44561,339,173,344,357,241,445
g44563,6922,1856,2064,7477,1974,2135
g44564,1,0,1,0,1,0
g44565,4,0,0,1,6,1
g44566,66,126,41,151,61,134
g44571,5308,4339,6141,3820,4669,4640
g44576,1,8,1,1,1,0
g44578,62,884,680,959,541,844
g44582,506,254,609,390,391,584
g44583,134,211,456,306,350,316
g44587,300,27,138,113,126,164
g44588,109,16,74,67,63,155
g44589,155,240,252,312,262,336
g44591,30,11,22,18,9,47
g44592,19,16,56,20,31,39
g44593,5,0,9,0,0,4
g44594,23,11,150,41,92,52
g44595,411,95,1144,151,859,291
g44596,158,35,69,15,76,43
g44597,31,19,54,70,17,28
g44598,16,18,10,77,6,52
g44599,3,2,0,0,0,0
g44600,20,0,20,33,10,15
g44601,2250,1287,2672,2004,1865,2291
g44602,1503,1080,1309,1462,1154,1517
g44603,169,90,126,99,90,115
g44604,1076,748,1222,1197,875,1017
g44605,22543,15464,20176,20455,15913,25114
g44606,1500,659,1818,1501,1351,1753
g44607,676,111,358,479,373,452
g44608,8142,4395,11733,7555,8860,8291
g44609,244,123,235,169,119,102
g44611,366,299,406,260,497,430
